key,expected,actual,ok,source,line,col
table_17[Synta-66].tpsa,60.5,60.45,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",768,12
table_17[Synta-66].clogp,4.16,4.1572,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",769,13
table_17[Synta-66].ro5_violations,0,0,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",770,22
table_17[GSK-7975A (neutral)].formula,C18H12F5N3O2,C18H12F5N3O2,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",773,15
table_17[GSK-7975A (neutral)].mw,397.3,397.303,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",774,10
table_17[GSK-7975A (neutral)].heavy_atoms,28,28,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",775,19
table_17[GSK-7975A (neutral)].rot_bonds,4,4,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",776,17
table_17[GSK-7975A (neutral)].arom_rings,3,3,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",777,18
table_17[GSK-7975A (neutral)].hbd,2,2,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",778,11
table_17[GSK-7975A (neutral)].hba,4,4,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",779,11
table_17[GSK-7975A (neutral)].tpsa,67.2,67.15,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",780,12
table_17[GSK-7975A (neutral)].clogp,4.19,4.1863,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",781,13
table_17[GSK-7975A (neutral)].ro5_violations,0,0,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",782,22
table_17[wrong GSK file stays distinct],C18H11F5N3O2-,C18H11F5N3O2-,True,"body_appendix_short.tex, tab:appendix-orai-descriptors",785,13
table_18[AutoDock Vina].k1.near,31.4,43.2,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,23
table_18[AutoDock Vina].k1.valid,31.0,42.9,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,29
table_18[AutoDock Vina].k5.near,50.8,56.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,37
table_18[AutoDock Vina].k5.valid,50.5,56.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,43
table_18[AutoDock Vina].k10.near,58.7,62.7,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,51
table_18[AutoDock Vina].k10.valid,58.7,62.7,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,57
table_18[AutoDock Vina].k15.near,61.1,65.3,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,65
table_18[AutoDock Vina].k15.valid,61.1,65.3,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",805,71
table_18[AutoDock (gnina-opt)].k1.near,37.3,49.8,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,30
table_18[AutoDock (gnina-opt)].k1.valid,36.6,49.2,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,36
table_18[AutoDock (gnina-opt)].k5.near,62.0,67.3,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,44
table_18[AutoDock (gnina-opt)].k5.valid,60.7,66.0,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,50
table_18[AutoDock (gnina-opt)].k10.near,65.0,70.0,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,58
table_18[AutoDock (gnina-opt)].k10.valid,64.0,69.0,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,64
table_18[AutoDock (gnina-opt)].k15.near,66.3,71.3,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,72
table_18[AutoDock (gnina-opt)].k15.valid,65.3,70.3,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",806,78
table_18[DiffDock (raw)].k1.near,33.7,43.6,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,24
table_18[DiffDock (raw)].k1.valid,18.2,22.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,30
table_18[DiffDock (raw)].k5.near,44.6,50.2,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,38
table_18[DiffDock (raw)].k5.valid,25.4,30.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,44
table_18[DiffDock (raw)].k10.near,48.2,52.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,52
table_18[DiffDock (raw)].k10.valid,28.7,32.7,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,58
table_18[DiffDock (raw)].k15.near,49.8,52.8,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,66
table_18[DiffDock (raw)].k15.valid,31.0,34.0,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",807,72
table_18[DiffDock + smina].k1.near,35.3,45.2,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,26
table_18[DiffDock + smina].k1.valid,34.0,43.6,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,32
table_18[DiffDock + smina].k5.near,48.8,54.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,40
table_18[DiffDock + smina].k5.valid,47.5,52.8,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,46
table_18[DiffDock + smina].k10.near,53.5,57.8,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,54
table_18[DiffDock + smina].k10.valid,52.5,56.8,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,60
table_18[DiffDock + smina].k15.near,56.1,60.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,68
table_18[DiffDock + smina].k15.valid,55.1,59.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",808,74
table_18[DiffDock (gnina-opt)].k1.near,35.6,45.5,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,30
table_18[DiffDock (gnina-opt)].k1.valid,34.3,44.2,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,36
table_18[DiffDock (gnina-opt)].k5.near,49.2,54.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,44
table_18[DiffDock (gnina-opt)].k5.valid,48.2,53.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,50
table_18[DiffDock (gnina-opt)].k10.near,52.8,57.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,58
table_18[DiffDock (gnina-opt)].k10.valid,51.8,56.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,64
table_18[DiffDock (gnina-opt)].k15.near,56.1,59.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,72
table_18[DiffDock (gnina-opt)].k15.valid,55.1,58.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",809,78
table_18[EquiBind (raw)].k1.near,1.3,1.3,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,24
table_18[EquiBind (raw)].k1.valid,0.7,0.7,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,29
table_18[EquiBind (raw)].k5.near,3.0,3.0,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,36
table_18[EquiBind (raw)].k5.valid,0.7,0.7,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,41
table_18[EquiBind (raw)].k10.near,4.0,4.0,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,48
table_18[EquiBind (raw)].k10.valid,0.7,0.7,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,53
table_18[EquiBind (raw)].k15.near,5.9,5.9,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,60
table_18[EquiBind (raw)].k15.valid,0.7,0.7,True,"body_appendix_short.tex, tab:appendix-top-k-recovery",810,65
table_18[EquiBind (gnina-opt)].k1.near,18.8,19.5,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,30
table_18[EquiBind (gnina-opt)].k1.valid,18.2,18.8,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,36
table_18[EquiBind (gnina-opt)].k5.near,25.1,26.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,44
table_18[EquiBind (gnina-opt)].k5.valid,24.1,25.1,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,50
table_18[EquiBind (gnina-opt)].k10.near,27.4,28.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,58
table_18[EquiBind (gnina-opt)].k10.valid,26.4,27.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,64
table_18[EquiBind (gnina-opt)].k15.near,27.4,28.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,72
table_18[EquiBind (gnina-opt)].k15.valid,26.4,27.4,False,"body_appendix_short.tex, tab:appendix-top-k-recovery",811,78
table_19.family_size,16,16,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",826,15
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.raw,31.4,43.2,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,47
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.opt,37.3,49.8,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,53
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.raw_wins,21,19,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,59
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k1.opt_wins,39,39,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,63
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.raw,50.8,56.4,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,69
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.opt,62.0,67.3,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,75
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.raw_wins,3,3,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,81
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k5.opt_wins,37,36,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,84
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.raw,58.7,62.7,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,90
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.opt,65.0,70.0,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,96
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.raw_wins,3,3,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,102
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k10.opt_wins,22,25,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,105
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.raw,61.1,65.3,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,111
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.opt,66.3,71.3,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,117
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,123
table_19[AutoDock Vina -> AutoDock (gnina-opt)].k15.opt_wins,17,19,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",829,126
table_19[DiffDock (raw) -> DiffDock + smina].k1.raw,33.7,43.6,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,44
table_19[DiffDock (raw) -> DiffDock + smina].k1.opt,35.3,45.2,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,50
table_19[DiffDock (raw) -> DiffDock + smina].k1.raw_wins,1,5,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,56
table_19[DiffDock (raw) -> DiffDock + smina].k1.opt_wins,6,10,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,59
table_19[DiffDock (raw) -> DiffDock + smina].k5.raw,44.6,50.2,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,64
table_19[DiffDock (raw) -> DiffDock + smina].k5.opt,48.8,54.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,70
table_19[DiffDock (raw) -> DiffDock + smina].k5.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,76
table_19[DiffDock (raw) -> DiffDock + smina].k5.opt_wins,18,17,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,79
table_19[DiffDock (raw) -> DiffDock + smina].k10.raw,48.2,52.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,85
table_19[DiffDock (raw) -> DiffDock + smina].k10.opt,53.5,57.8,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,91
table_19[DiffDock (raw) -> DiffDock + smina].k10.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,97
table_19[DiffDock (raw) -> DiffDock + smina].k10.opt_wins,21,22,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,100
table_19[DiffDock (raw) -> DiffDock + smina].k15.raw,49.8,52.8,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,106
table_19[DiffDock (raw) -> DiffDock + smina].k15.opt,56.1,60.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,112
table_19[DiffDock (raw) -> DiffDock + smina].k15.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,118
table_19[DiffDock (raw) -> DiffDock + smina].k15.opt_wins,24,27,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",830,121
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.raw,33.7,43.6,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,48
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.opt,35.6,45.5,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,54
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.raw_wins,2,6,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,60
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k1.opt_wins,8,12,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,63
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.raw,44.6,50.2,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,68
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.opt,49.2,54.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,74
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.raw_wins,5,5,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,80
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k5.opt_wins,19,17,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,83
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.raw,48.2,52.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,89
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.opt,52.8,57.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,95
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.raw_wins,6,5,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,101
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k10.opt_wins,20,20,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,104
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.raw,49.8,52.8,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,110
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.opt,56.1,59.4,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,116
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.raw_wins,6,5,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,122
table_19[DiffDock (raw) -> DiffDock (gnina-opt)].k15.opt_wins,25,25,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",831,125
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.raw,1.3,1.3,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,48
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.opt,18.8,19.5,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,53
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.raw_wins,2,2,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,59
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k1.opt_wins,55,57,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,62
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.raw,3.0,3.0,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,68
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.opt,25.1,26.1,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,73
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.raw_wins,2,2,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,79
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k5.opt_wins,69,72,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,82
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.raw,4.0,4.0,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,88
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.opt,27.4,28.4,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,93
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,99
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k10.opt_wins,72,75,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,102
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.raw,5.9,5.9,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,108
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.opt,27.4,28.4,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,113
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.raw_wins,1,1,True,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,119
table_19[EquiBind (raw) -> EquiBind (gnina-opt)].k15.opt_wins,66,69,False,"body_appendix_short.tex, tab:appendix-refinement-mcnemar",832,122
table_20[DiffDock/near-native].1-10/smina,0.6,0.55,True,"body_appendix_short.tex, tab:appendix-refinement-bands",248,43
table_20[DiffDock/near-native].1-10/gnina,0.7,0.62,False,"body_appendix_short.tex, tab:appendix-refinement-bands",248,48
table_20[DiffDock/near-native].11-20/smina,0.1,0.44,False,"body_appendix_short.tex, tab:appendix-refinement-bands",248,53
table_20[DiffDock/near-native].11-20/gnina,0.1,0.27,False,"body_appendix_short.tex, tab:appendix-refinement-bands",248,58
table_20[DiffDock/near-native].21-30/smina,0.5,0.84,False,"body_appendix_short.tex, tab:appendix-refinement-bands",248,63
table_20[DiffDock/near-native].21-30/gnina,0.4,1.01,False,"body_appendix_short.tex, tab:appendix-refinement-bands",248,68
table_20[DiffDock/PoseBusters-valid].1-10/smina,57,57.47,True,"body_appendix_short.tex, tab:appendix-refinement-bands",249,43
table_20[DiffDock/PoseBusters-valid].1-10/gnina,59,58.59,True,"body_appendix_short.tex, tab:appendix-refinement-bands",249,47
table_20[DiffDock/PoseBusters-valid].11-20/smina,60,59.74,True,"body_appendix_short.tex, tab:appendix-refinement-bands",249,51
table_20[DiffDock/PoseBusters-valid].11-20/gnina,62,62.13,True,"body_appendix_short.tex, tab:appendix-refinement-bands",249,55
table_20[DiffDock/PoseBusters-valid].21-30/smina,63,63.09,True,"body_appendix_short.tex, tab:appendix-refinement-bands",249,59
table_20[DiffDock/PoseBusters-valid].21-30/gnina,67,67.41,True,"body_appendix_short.tex, tab:appendix-refinement-bands",249,63
table_20[DiffDock/near-native and PB-valid].1-10/smina,12.9,16.5,False,"body_appendix_short.tex, tab:appendix-refinement-bands",250,43
table_20[DiffDock/near-native and PB-valid].1-10/gnina,13.0,16.53,False,"body_appendix_short.tex, tab:appendix-refinement-bands",250,49
table_20[DiffDock/near-native and PB-valid].11-20/smina,7.7,10.48,False,"body_appendix_short.tex, tab:appendix-refinement-bands",250,55
table_20[DiffDock/near-native and PB-valid].11-20/gnina,7.6,10.31,False,"body_appendix_short.tex, tab:appendix-refinement-bands",250,60
table_20[DiffDock/near-native and PB-valid].21-30/smina,5.2,6.51,False,"body_appendix_short.tex, tab:appendix-refinement-bands",250,65
table_20[DiffDock/near-native and PB-valid].21-30/gnina,5.2,6.75,False,"body_appendix_short.tex, tab:appendix-refinement-bands",250,70
table_20[EquiBind/near-native].1-10/smina,4.4,4.46,False,"body_appendix_short.tex, tab:appendix-refinement-bands",251,43
table_20[EquiBind/near-native].1-10/gnina,4.6,4.69,False,"body_appendix_short.tex, tab:appendix-refinement-bands",251,48
table_20[EquiBind/near-native].11-20/smina,3.5,3.6,False,"body_appendix_short.tex, tab:appendix-refinement-bands",251,53
table_20[EquiBind/near-native].11-20/gnina,4.4,4.55,False,"body_appendix_short.tex, tab:appendix-refinement-bands",251,58
table_20[EquiBind/near-native].21-30/smina,3.7,3.89,False,"body_appendix_short.tex, tab:appendix-refinement-bands",251,63
table_20[EquiBind/near-native].21-30/gnina,4.1,4.36,False,"body_appendix_short.tex, tab:appendix-refinement-bands",251,68
table_20[EquiBind/PoseBusters-valid].1-10/smina,48,48.18,True,"body_appendix_short.tex, tab:appendix-refinement-bands",252,43
table_20[EquiBind/PoseBusters-valid].1-10/gnina,58,58.25,True,"body_appendix_short.tex, tab:appendix-refinement-bands",252,47
table_20[EquiBind/PoseBusters-valid].11-20/smina,49,48.58,True,"body_appendix_short.tex, tab:appendix-refinement-bands",252,51
table_20[EquiBind/PoseBusters-valid].11-20/gnina,59,58.84,True,"body_appendix_short.tex, tab:appendix-refinement-bands",252,55
table_20[EquiBind/PoseBusters-valid].21-30/smina,48,48.48,True,"body_appendix_short.tex, tab:appendix-refinement-bands",252,59
table_20[EquiBind/PoseBusters-valid].21-30/gnina,60,60.17,True,"body_appendix_short.tex, tab:appendix-refinement-bands",252,63
table_20[EquiBind/near-native and PB-valid].1-10/smina,4.8,4.88,False,"body_appendix_short.tex, tab:appendix-refinement-bands",253,43
table_20[EquiBind/near-native and PB-valid].1-10/gnina,5.0,5.08,False,"body_appendix_short.tex, tab:appendix-refinement-bands",253,48
table_20[EquiBind/near-native and PB-valid].11-20/smina,4.1,4.13,True,"body_appendix_short.tex, tab:appendix-refinement-bands",253,53
table_20[EquiBind/near-native and PB-valid].11-20/gnina,5.0,5.21,False,"body_appendix_short.tex, tab:appendix-refinement-bands",253,58
table_20[EquiBind/near-native and PB-valid].21-30/smina,4.2,4.26,False,"body_appendix_short.tex, tab:appendix-refinement-bands",253,63
table_20[EquiBind/near-native and PB-valid].21-30/gnina,4.7,4.95,False,"body_appendix_short.tex, tab:appendix-refinement-bands",253,68
table_21.family_size,16,16,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",715,15
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.base,37.3,49.8,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,48
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.comp,33.7,43.6,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,54
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.base_wins,62,77,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,60
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.comp_wins,51,58,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,64
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k1.p_holm,0.6938,0.242,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,68
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.base,62.0,67.3,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,78
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.comp,44.6,50.2,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,84
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.base_wins,100,99,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,90
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.comp_wins,47,47,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,95
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k5.p_holm,0.0001176,0.0001209,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,99
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.base,65.0,70.0,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,112
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.comp,48.2,52.1,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,118
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.base_wins,99,100,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,124
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.comp_wins,48,46,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,128
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k10.p_holm,0.0002199,6.466e-05,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,132
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.base,66.3,71.3,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,145
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.comp,49.8,52.8,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,151
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.base_wins,99,102,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,157
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.comp_wins,49,46,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,161
table_21[AutoDock (gnina-opt) -> DiffDock (raw)].k15.p_holm,0.0002897,3.844e-05,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",718,165
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.base,37.3,49.8,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,54
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.comp,35.6,45.5,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,60
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.base_wins,60,72,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,66
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.comp_wins,55,59,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,70
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k1.p_holm,0.7093,0.2944,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,74
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.base,62.0,67.3,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,84
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.comp,49.2,54.1,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,90
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.base_wins,89,89,True,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,96
table_21[AutoDock (gnina-opt) -> DiffDock (gnina-opt)].k5.comp_wins,50,49,False,"body_appendix_short.tex, tab:appendix-cross-tool-mcnemar",719,100
